Fecha,TCR1
30/3/2009,8.11955,8.11955
31/3/2009,8.11350,8.11350
1/4/2009,8.10965,8.10965
2/4/2009,8.10819,8.10819
3/4/2009,8.11150,8.11150
4/4/2009,8.11150,8.11150
5/4/2009,8.11150,8.11150
6/4/2009,8.10800,8.10800
7/4/2009,8.10167,8.10167
8/4/2009,8.09766,8.09766
9/4/2009,8.09766,8.09766
10/4/2009,8.09766,8.09766
11/4/2009,8.09766,8.09766
12/4/2009,8.09766,8.09766
13/4/2009,8.08562,8.08562
14/4/2009,8.09589,8.09589
15/4/2009,8.10233,8.10233
16/4/2009,8.10121,8.10121
17/4/2009,8.09828,8.09828
18/4/2009,8.09828,8.09828
19/4/2009,8.09828,8.09828
20/4/2009,8.08506,8.08506
21/4/2009,8.06960,8.06960
22/4/2009,8.05820,8.05820
23/4/2009,8.06878,8.06878
24/4/2009,8.07879,8.07879
25/4/2009,8.07879,8.07879
26/4/2009,8.07879,8.07879
27/4/2009,8.10351,8.10351
28/4/2009,8.09930,8.09930
29/4/2009,8.09296,8.09296
30/4/2009,8.10476,8.10476
1/5/2009,8.10476,8.10476
2/5/2009,8.10476,8.10476
3/5/2009,8.10476,8.10476
4/5/2009,8.11893,8.11893
5/5/2009,8.10420,8.10420
6/5/2009,8.09215,8.09215
7/5/2009,8.08774,8.08774
8/5/2009,8.08547,8.08547
9/5/2009,8.08547,8.08547
10/5/2009,8.08547,8.08547
11/5/2009,8.08371,8.08371
12/5/2009,8.07832,8.07832
13/5/2009,8.08077,8.08077
14/5/2009,8.08484,8.08484
15/5/2009,8.10206,8.10206
16/5/2009,8.10206,8.10206
17/5/2009,8.10206,8.10206
18/5/2009,8.11770,8.11770
19/5/2009,8.10665,8.10665
20/5/2009,8.09249,8.09249
21/5/2009,8.09840,8.09840
22/5/2009,8.10481,8.10481
23/5/2009,8.10481,8.10481
24/5/2009,8.10481,8.10481
25/5/2009,8.10349,8.10349
26/5/2009,8.10853,8.10853
27/5/2009,8.11758,8.11758
28/5/2009,8.12452,8.12452
29/5/2009,8.12077,8.12077
30/5/2009,8.12077,8.12077
31/5/2009,8.12077,8.12077
1/6/2009,8.11513,8.11513
2/6/2009,8.10939,8.10939
3/6/2009,8.11037,8.11037
4/6/2009,8.11108,8.11108
5/6/2009,8.11780,8.11780
6/6/2009,8.11780,8.11780
7/6/2009,8.11780,8.11780
8/6/2009,8.12129,8.12129
9/6/2009,8.11614,8.11614
10/6/2009,8.11250,8.11250
11/6/2009,8.11849,8.11849
12/6/2009,8.12469,8.12469
13/6/2009,8.12469,8.12469
14/6/2009,8.12469,8.12469
15/6/2009,8.11581,8.11581
16/6/2009,8.11616,8.11616
17/6/2009,8.12634,8.12634
18/6/2009,8.12980,8.12980
19/6/2009,8.13296,8.13296
20/6/2009,8.13296,8.13296
21/6/2009,8.13296,8.13296
22/6/2009,8.13782,8.13782
23/6/2009,8.13846,8.13846
24/6/2009,8.14542,8.14542
25/6/2009,8.14862,8.14862
26/6/2009,8.15127,8.15127
27/6/2009,8.15127,8.15127
28/6/2009,8.15127,8.15127
29/6/2009,8.14933,8.14933
30/6/2009,8.14933,8.14933
1/7/2009,8.14933,8.14933
2/7/2009,8.14570,8.14570
3/7/2009,8.14460,8.14460
4/7/2009,8.14460,8.14460
5/7/2009,8.14460,8.14460
6/7/2009,8.14399,8.14399
7/7/2009,8.14410,8.14410
8/7/2009,8.15013,8.15013
9/7/2009,8.16125,8.16125
10/7/2009,8.16785,8.16785
11/7/2009,8.16785,8.16785
12/7/2009,8.16785,8.16785
13/7/2009,8.15915,8.15915
14/7/2009,8.14645,8.14645
15/7/2009,8.14952,8.14952
16/7/2009,8.15463,8.15463
17/7/2009,8.16004,8.16004
18/7/2009,8.16004,8.16004
19/7/2009,8.16004,8.16004
20/7/2009,8.16588,8.16588
21/7/2009,8.16408,8.16408
22/7/2009,8.16838,8.16838
23/7/2009,8.17467,8.17467
24/7/2009,8.18105,8.18105
25/7/2009,8.18105,8.18105
26/7/2009,8.18105,8.18105
27/7/2009,8.18796,8.18796
28/7/2009,8.19273,8.19273
29/7/2009,8.20732,8.20732
30/7/2009,8.22317,8.22317
31/7/2009,8.24107,8.24107
1/8/2009,8.24107,8.24107
2/8/2009,8.24107,8.24107
3/8/2009,8.24280,8.24280
4/8/2009,8.24010,8.24010
5/8/2009,8.25055,8.25055
6/8/2009,8.24387,8.24387
7/8/2009,8.24012,8.24012
8/8/2009,8.24012,8.24012
9/8/2009,8.24012,8.24012
10/8/2009,8.24238,8.24238
11/8/2009,8.24926,8.24926
12/8/2009,8.25557,8.25557
13/8/2009,8.25740,8.25740
14/8/2009,8.25740,8.25740
15/8/2009,8.25740,8.25740
16/8/2009,8.25740,8.25740
17/8/2009,8.25687,8.25687
18/8/2009,8.25275,8.25275
19/8/2009,8.26130,8.26130
20/8/2009,8.26306,8.26306
21/8/2009,8.27587,8.27587
22/8/2009,8.27587,8.27587
23/8/2009,8.27587,8.27587
24/8/2009,8.26813,8.26813
25/8/2009,8.27174,8.27174
26/8/2009,8.26344,8.26344
27/8/2009,8.26877,8.26877
28/8/2009,8.27615,8.27615
29/8/2009,8.27615,8.27615
30/8/2009,8.27615,8.27615
31/8/2009,8.27907,8.27907
1/9/2009,8.27831,8.27831
2/9/2009,8.29053,8.29053
3/9/2009,8.29141,8.29141
4/9/2009,8.29040,8.29040
5/9/2009,8.29040,8.29040
6/9/2009,8.29040,8.29040
7/9/2009,8.29520,8.29520
8/9/2009,8.30096,8.30096
9/9/2009,8.30982,8.30982
10/9/2009,8.30801,8.30801
11/9/2009,8.31490,8.31490
12/9/2009,8.31490,8.31490
13/9/2009,8.31490,8.31490
14/9/2009,8.31412,8.31412
15/9/2009,8.31412,8.31412
16/9/2009,8.30570,8.30570
17/9/2009,8.30958,8.30958
18/9/2009,8.30514,8.30514
19/9/2009,8.30514,8.30514
20/9/2009,8.30514,8.30514
21/9/2009,8.30910,8.30910
22/9/2009,8.31284,8.31284
23/9/2009,8.31683,8.31683
24/9/2009,8.32137,8.32137
25/9/2009,8.32422,8.32422
26/9/2009,8.32422,8.32422
27/9/2009,8.32422,8.32422
28/9/2009,8.33186,8.33186
29/9/2009,8.34159,8.34159
30/9/2009,8.34158,8.34158
1/10/2009,8.34116,8.34116
2/10/2009,8.34126,8.34126
3/10/2009,8.34126,8.34126
4/10/2009,8.34126,8.34126
5/10/2009,8.35058,8.35058
6/10/2009,8.34528,8.34528
7/10/2009,8.35056,8.35056
8/10/2009,8.35487,8.35487
9/10/2009,8.35811,8.35811
10/10/2009,8.35811,8.35811
11/10/2009,8.35811,8.35811
12/10/2009,8.35811,8.35811
13/10/2009,8.35660,8.35660
14/10/2009,8.35521,8.35521
15/10/2009,8.36348,8.36348
16/10/2009,8.36081,8.36081
17/10/2009,8.36081,8.36081
18/10/2009,8.36081,8.36081
19/10/2009,8.36271,8.36271
20/10/2009,8.36271,8.36271
21/10/2009,8.35061,8.35061
22/10/2009,8.34903,8.34903
23/10/2009,8.35165,8.35165
24/10/2009,8.35165,8.35165
25/10/2009,8.35165,8.35165
26/10/2009,8.34983,8.34983
27/10/2009,8.34524,8.34524
28/10/2009,8.33782,8.33782
29/10/2009,8.32435,8.32435
30/10/2009,8.31300,8.31300
31/10/2009,8.31300,8.31300
1/11/2009,8.31300,8.31300
2/11/2009,8.31300,8.31300
3/11/2009,8.29952,8.29952
4/11/2009,8.29289,8.29289
5/11/2009,8.28624,8.28624
6/11/2009,8.27872,8.27872
7/11/2009,8.27872,8.27872
8/11/2009,8.27872,8.27872
9/11/2009,8.28099,8.28099
10/11/2009,8.28945,8.28945
11/11/2009,8.31069,8.31069
12/11/2009,8.31370,8.31370
13/11/2009,8.30463,8.30463
14/11/2009,8.30463,8.30463
15/11/2009,8.30463,8.30463
16/11/2009,8.29576,8.29576
17/11/2009,8.28631,8.28631
18/11/2009,8.29663,8.29663
19/11/2009,8.30093,8.30093
20/11/2009,8.31818,8.31818
21/11/2009,8.31818,8.31818
22/11/2009,8.31818,8.31818
23/11/2009,8.31036,8.31036
24/11/2009,8.30699,8.30699
25/11/2009,8.31338,8.31338
26/11/2009,8.31889,8.31889
27/11/2009,8.31523,8.31523
28/11/2009,8.31523,8.31523
29/11/2009,8.31523,8.31523
30/11/2009,8.31847,8.31847
1/12/2009,8.31894,8.31894
2/12/2009,8.31313,8.31313
3/12/2009,8.29742,8.29742
4/12/2009,8.29711,8.29711
5/12/2009,8.29711,8.29711
6/12/2009,8.29711,8.29711
7/12/2009,8.31120,8.31120
8/12/2009,8.31435,8.31435
9/12/2009,8.31968,8.31968
10/12/2009,8.32152,8.32152
11/12/2009,8.32402,8.32402
12/12/2009,8.32402,8.32402
13/12/2009,8.32402,8.32402
14/12/2009,8.32177,8.32177
15/12/2009,8.31917,8.31917
16/12/2009,8.31718,8.31718
17/12/2009,8.31763,8.31763
18/12/2009,8.32445,8.32445
19/12/2009,8.32445,8.32445
20/12/2009,8.32445,8.32445
21/12/2009,8.34138,8.34138
22/12/2009,8.32444,8.32444
23/12/2009,8.32923,8.32923
24/12/2009,8.33902,8.33902
25/12/2009,8.33902,8.33902
26/12/2009,8.33902,8.33902
27/12/2009,8.33902,8.33902
28/12/2009,8.33225,8.33225
29/12/2009,8.34102,8.34102
30/12/2009,8.35439,8.35439
31/12/2009,8.35439,8.35439
1/1/2010,8.35439,8.35439
2/1/2010,8.35439,8.35439
3/1/2010,8.35439,8.35439
4/1/2010,8.34950,8.34950
5/1/2010,8.34451,8.34451
6/1/2010,8.36037,8.36037
7/1/2010,8.37178,8.37178
8/1/2010,8.37356,8.37356
9/1/2010,8.37356,8.37356
10/1/2010,8.37356,8.37356
11/1/2010,8.37895,8.37895
12/1/2010,8.38522,8.38522
13/1/2010,8.39482,8.39482
14/1/2010,8.39003,8.39003
15/1/2010,8.37492,8.37492
16/1/2010,8.37492,8.37492
17/1/2010,8.37492,8.37492
18/1/2010,8.36196,8.36196
19/1/2010,8.35503,8.35503
20/1/2010,8.36222,8.36222
21/1/2010,8.36858,8.36858
22/1/2010,8.38402,8.38402
23/1/2010,8.38402,8.38402
24/1/2010,8.38402,8.38402
25/1/2010,8.38662,8.38662
26/1/2010,8.37849,8.37849
27/1/2010,8.36804,8.36804
28/1/2010,8.35386,8.35386
29/1/2010,8.33528,8.33528
30/1/2010,8.33528,8.33528
31/1/2010,8.33528,8.33528
1/2/2010,8.32093,8.32093
2/2/2010,8.30565,8.30565
3/2/2010,8.29355,8.29355
4/2/2010,8.27595,8.27595
5/2/2010,8.26068,8.26068
6/2/2010,8.26068,8.26068
7/2/2010,8.26068,8.26068
8/2/2010,8.24872,8.24872
9/2/2010,8.23455,8.23455
10/2/2010,8.21795,8.21795
11/2/2010,8.19889,8.19889
12/2/2010,8.17887,8.17887
13/2/2010,8.17887,8.17887
14/2/2010,8.17887,8.17887
15/2/2010,8.14543,8.14543
16/2/2010,8.11481,8.11481
17/2/2010,8.09920,8.09920
18/2/2010,8.07858,8.07858
19/2/2010,8.05052,8.05052
20/2/2010,8.05052,8.05052
21/2/2010,8.05052,8.05052
22/2/2010,8.00859,8.00859
23/2/2010,7.95282,7.95282
24/2/2010,7.97036,7.97036
25/2/2010,8.04151,8.04151
26/2/2010,8.16225,8.16225
27/2/2010,8.16225,8.16225
28/2/2010,8.16225,8.16225
1/3/2010,8.15212,8.15212
2/3/2010,8.10389,8.10389
3/3/2010,8.05895,8.05895
4/3/2010,8.02814,8.02814
5/3/2010,8.01459,8.01459
6/3/2010,8.01459,8.01459
7/3/2010,8.01459,8.01459
8/3/2010,8.01969,8.01969
9/3/2010,8.04469,8.04469
10/3/2010,8.05994,8.05994
11/3/2010,8.05223,8.05223
12/3/2010,8.04361,8.04361
13/3/2010,8.04361,8.04361
14/3/2010,8.04361,8.04361
15/3/2010,8.03234,8.03234
16/3/2010,8.00185,8.00185
17/3/2010,8.00112,8.00112
18/3/2010,8.03764,8.03764
19/3/2010,8.02125,8.02125
20/3/2010,8.02125,8.02125
21/3/2010,8.02125,8.02125
22/3/2010,8.00817,8.00817
23/3/2010,7.98462,7.98462
24/3/2010,7.98514,7.98514
25/3/2010,8.01993,8.01993
26/3/2010,8.02273,8.02273
27/3/2010,8.02273,8.02273
28/3/2010,8.02273,8.02273
29/3/2010,8.02873,8.02873
30/3/2010,8.01957,8.01957
31/3/2010,7.98605,7.98605
1/4/2010,7.98605,7.98605
2/4/2010,7.98605,7.98605
3/4/2010,7.98605,7.98605
4/4/2010,7.98605,7.98605
5/4/2010,7.97958,7.97958
6/4/2010,7.97926,7.97926
7/4/2010,8.00362,8.00362
8/4/2010,8.01312,8.01312
9/4/2010,8.01077,8.01077
10/4/2010,8.01077,8.01077
11/4/2010,8.01077,8.01077
12/4/2010,7.99945,7.99945
13/4/2010,7.98896,7.98896
14/4/2010,7.99506,7.99506
15/4/2010,8.00939,8.00939
16/4/2010,8.00672,8.00672
17/4/2010,8.00672,8.00672
18/4/2010,8.00672,8.00672
19/4/2010,7.99528,7.99528
20/4/2010,7.99289,7.99289
21/4/2010,7.99773,7.99773
22/4/2010,7.99573,7.99573
23/4/2010,7.99567,7.99567
24/4/2010,7.99567,7.99567
25/4/2010,7.99567,7.99567
26/4/2010,8.00032,8.00032
27/4/2010,8.00627,8.00627
28/4/2010,8.01592,8.01592
29/4/2010,8.02394,8.02394
30/4/2010,8.02284,8.02284
1/5/2010,8.02284,8.02284
2/5/2010,8.02284,8.02284
3/5/2010,8.02284,8.02284
4/5/2010,8.01270,8.01270
5/5/2010,8.00588,8.00588
6/5/2010,8.00043,8.00043
7/5/2010,8.00447,8.00447
8/5/2010,8.00447,8.00447
9/5/2010,8.00447,8.00447
10/5/2010,8.00367,8.00367
11/5/2010,7.99793,7.99793
12/5/2010,7.99966,7.99966
13/5/2010,7.99734,7.99734
14/5/2010,7.99352,7.99352
15/5/2010,7.99352,7.99352
16/5/2010,7.99352,7.99352
17/5/2010,7.98955,7.98955
18/5/2010,7.98351,7.98351
19/5/2010,7.98361,7.98361
20/5/2010,7.98901,7.98901
21/5/2010,7.99194,7.99194
22/5/2010,7.99194,7.99194
23/5/2010,7.99194,7.99194
24/5/2010,7.99867,7.99867
25/5/2010,7.99831,7.99831
26/5/2010,8.00131,8.00131
27/5/2010,8.00810,8.00810
28/5/2010,8.00474,8.00474
29/5/2010,8.00474,8.00474
30/5/2010,8.00474,8.00474
31/5/2010,8.00121,8.00121
1/6/2010,8.00393,8.00393
2/6/2010,7.99738,7.99738
3/6/2010,8.00421,8.00421
4/6/2010,8.01227,8.01227
5/6/2010,8.01227,8.01227
6/6/2010,8.01227,8.01227
7/6/2010,8.01416,8.01416
8/6/2010,8.01293,8.01293
9/6/2010,8.01703,8.01703
10/6/2010,8.01694,8.01694
11/6/2010,8.01577,8.01577
12/6/2010,8.01577,8.01577
13/6/2010,8.01577,8.01577
14/6/2010,8.00924,8.00924
15/6/2010,8.00123,8.00123
16/6/2010,7.99586,7.99586
17/6/2010,7.99643,7.99643
18/6/2010,7.99729,7.99729
19/6/2010,7.99729,7.99729
20/6/2010,7.99729,7.99729
21/6/2010,7.99582,7.99582
22/6/2010,7.99643,7.99643
23/6/2010,7.99640,7.99640
24/6/2010,7.99929,7.99929
25/6/2010,8.01669,8.01669
26/6/2010,8.01669,8.01669
27/6/2010,8.01669,8.01669
28/6/2010,8.02287,8.02287
29/6/2010,8.03143,8.03143
30/6/2010,8.03143,8.03143
1/7/2010,8.03143,8.03143
2/7/2010,8.03398,8.03398
3/7/2010,8.03398,8.03398
4/7/2010,8.03398,8.03398
5/7/2010,8.02686,8.02686
6/7/2010,8.02045,8.02045
7/7/2010,8.02144,8.02144
8/7/2010,8.01851,8.01851
9/7/2010,8.00334,8.00334
10/7/2010,8.00334,8.00334
11/7/2010,8.00334,8.00334
12/7/2010,7.99168,7.99168
13/7/2010,7.98599,7.98599
14/7/2010,7.98066,7.98066
15/7/2010,7.97007,7.97007
16/7/2010,7.95925,7.95925
17/7/2010,7.95925,7.95925
18/7/2010,7.95925,7.95925
19/7/2010,7.97213,7.97213
20/7/2010,7.99109,7.99109
21/7/2010,8.00005,8.00005
22/7/2010,7.99895,7.99895
23/7/2010,8.01321,8.01321
24/7/2010,8.01321,8.01321
25/7/2010,8.01321,8.01321
26/7/2010,8.02446,8.02446
27/7/2010,8.02881,8.02881
28/7/2010,8.03420,8.03420
29/7/2010,8.03162,8.03162
30/7/2010,8.01845,8.01845
31/7/2010,8.01845,8.01845
1/8/2010,8.01845,8.01845
2/8/2010,8.01504,8.01504
3/8/2010,8.00544,8.00544
4/8/2010,8.00310,8.00310
5/8/2010,8.00678,8.00678
6/8/2010,8.00341,8.00341
7/8/2010,8.00341,8.00341
8/8/2010,8.00341,8.00341
9/8/2010,7.99918,7.99918
10/8/2010,7.99375,7.99375
11/8/2010,7.99347,7.99347
12/8/2010,7.99769,7.99769
13/8/2010,7.99527,7.99527
14/8/2010,7.99527,7.99527
15/8/2010,7.99527,7.99527
16/8/2010,7.99527,7.99527
17/8/2010,7.99383,7.99383
18/8/2010,7.99611,7.99611
19/8/2010,8.01632,8.01632
20/8/2010,8.02858,8.02858
21/8/2010,8.02858,8.02858
22/8/2010,8.02858,8.02858
23/8/2010,8.02779,8.02779
24/8/2010,8.02964,8.02964
25/8/2010,8.03459,8.03459
26/8/2010,8.03983,8.03983
27/8/2010,8.04634,8.04634
28/8/2010,8.04634,8.04634
29/8/2010,8.04634,8.04634
30/8/2010,8.05535,8.05535
31/8/2010,8.06584,8.06584
1/9/2010,8.05441,8.05441
2/9/2010,8.02061,8.02061
3/9/2010,8.02697,8.02697
4/9/2010,8.02697,8.02697
5/9/2010,8.02697,8.02697
6/9/2010,8.03224,8.03224
7/9/2010,8.04124,8.04124
8/9/2010,8.04723,8.04723
9/9/2010,8.06174,8.06174
10/9/2010,8.06909,8.06909
11/9/2010,8.06909,8.06909
12/9/2010,8.06909,8.06909
13/9/2010,8.07367,8.07367
14/9/2010,8.05893,8.05893
15/9/2010,8.05893,8.05893
16/9/2010,8.05667,8.05667
17/9/2010,8.06434,8.06434
18/9/2010,8.06434,8.06434
19/9/2010,8.06434,8.06434
20/9/2010,8.07842,8.07842
21/9/2010,8.07806,8.07806
22/9/2010,8.08637,8.08637
23/9/2010,8.09529,8.09529
24/9/2010,8.09850,8.09850
25/9/2010,8.09850,8.09850
26/9/2010,8.09850,8.09850
27/9/2010,8.10932,8.10932
28/9/2010,8.12810,8.12810
29/9/2010,8.13450,8.13450
30/9/2010,8.13519,8.13519
1/10/2010,8.13997,8.13997
2/10/2010,8.13997,8.13997
3/10/2010,8.13997,8.13997
4/10/2010,8.12959,8.12959
5/10/2010,8.12396,8.12396
6/10/2010,8.11545,8.11545
7/10/2010,8.10544,8.10544
8/10/2010,8.09747,8.09747
9/10/2010,8.09747,8.09747
10/10/2010,8.09747,8.09747
11/10/2010,8.08761,8.08761
12/10/2010,8.08761,8.08761
13/10/2010,8.07561,8.07561
14/10/2010,8.06478,8.06478
15/10/2010,8.06221,8.06221
16/10/2010,8.06221,8.06221
17/10/2010,8.06221,8.06221
18/10/2010,8.05395,8.05395
19/10/2010,8.03845,8.03845
20/10/2010,8.03845,8.03845
21/10/2010,8.02180,8.02180
22/10/2010,8.00594,8.00594
23/10/2010,8.00594,8.00594
24/10/2010,8.00594,8.00594
25/10/2010,8.01662,8.01662
26/10/2010,8.05051,8.05051
27/10/2010,8.06066,8.06066
28/10/2010,8.06064,8.06064
29/10/2010,8.04286,8.04286
30/10/2010,8.04286,8.04286
31/10/2010,8.04286,8.04286
1/11/2010,8.04286,8.04286
2/11/2010,8.02599,8.02599
3/11/2010,8.00823,8.00823
4/11/2010,7.99487,7.99487
5/11/2010,7.99272,7.99272
6/11/2010,7.99272,7.99272
7/11/2010,7.99272,7.99272
8/11/2010,8.00301,8.00301
9/11/2010,8.01942,8.01942
10/11/2010,8.02405,8.02405
11/11/2010,8.01136,8.01136
12/11/2010,8.00430,8.00430
13/11/2010,8.00430,8.00430
14/11/2010,8.00430,8.00430
15/11/2010,8.00289,8.00289
16/11/2010,8.00349,8.00349
17/11/2010,8.01375,8.01375
18/11/2010,8.02187,8.02187
19/11/2010,8.02454,8.02454
20/11/2010,8.02454,8.02454
21/11/2010,8.02454,8.02454
22/11/2010,8.02155,8.02155
23/11/2010,8.01487,8.01487
24/11/2010,8.01048,8.01048
25/11/2010,8.01111,8.01111
26/11/2010,8.00921,8.00921
27/11/2010,8.00921,8.00921
28/11/2010,8.00921,8.00921
29/11/2010,7.99947,7.99947
30/11/2010,7.98621,7.98621
1/12/2010,7.97847,7.97847
2/12/2010,7.97789,7.97789
3/12/2010,7.98399,7.98399
4/12/2010,7.98399,7.98399
5/12/2010,7.98399,7.98399
6/12/2010,8.00137,8.00137
7/12/2010,7.99778,7.99778
8/12/2010,7.98536,7.98536
9/12/2010,7.98369,7.98369
10/12/2010,7.98702,7.98702
11/12/2010,7.98702,7.98702
12/12/2010,7.98702,7.98702
13/12/2010,7.98958,7.98958
14/12/2010,7.98022,7.98022
15/12/2010,7.96623,7.96623
16/12/2010,7.95306,7.95306
17/12/2010,7.95676,7.95676
18/12/2010,7.95676,7.95676
19/12/2010,7.95676,7.95676
20/12/2010,7.96839,7.96839
21/12/2010,7.95545,7.95545
22/12/2010,7.93349,7.93349
23/12/2010,7.93982,7.93982
24/12/2010,7.96817,7.96817
25/12/2010,7.96817,7.96817
26/12/2010,7.96817,7.96817
27/12/2010,7.96817,7.96817
28/12/2010,7.98105,7.98105
29/12/2010,7.99782,7.99782
30/12/2010,8.01358,8.01358
31/12/2010,8.01358,8.01358
1/1/2011,8.01358,8.01358
2/1/2011,8.01358,8.01358
3/1/2011,8.01358,8.01358
4/1/2011,8.01144,8.01144
5/1/2011,8.02871,8.02871
6/1/2011,8.02566,8.02566
7/1/2011,8.00712,8.00712
8/1/2011,8.00712,8.00712
9/1/2011,8.00712,8.00712
10/1/2011,7.99585,7.99585
11/1/2011,7.97536,7.97536
12/1/2011,7.96322,7.96322
13/1/2011,7.97811,7.97811
14/1/2011,7.97207,7.97207
15/1/2011,7.97207,7.97207
16/1/2011,7.97207,7.97207
17/1/2011,7.96478,7.96478
18/1/2011,7.95744,7.95744
19/1/2011,7.95814,7.95814
20/1/2011,7.95887,7.95887
21/1/2011,7.95328,7.95328
22/1/2011,7.95328,7.95328
23/1/2011,7.95328,7.95328
24/1/2011,7.94369,7.94369
25/1/2011,7.92969,7.92969
26/1/2011,7.92254,7.92254
27/1/2011,7.91779,7.91779
28/1/2011,7.90228,7.90228
29/1/2011,7.90228,7.90228
30/1/2011,7.90228,7.90228
31/1/2011,7.87557,7.87557
1/2/2011,7.85530,7.85530
2/2/2011,7.84870,7.84870
3/2/2011,7.84208,7.84208
4/2/2011,7.84845,7.84845
5/2/2011,7.84845,7.84845
6/2/2011,7.84845,7.84845
7/2/2011,7.84946,7.84946
8/2/2011,7.84804,7.84804
9/2/2011,7.83749,7.83749
10/2/2011,7.81314,7.81314
11/2/2011,7.79130,7.79130
12/2/2011,7.79130,7.79130
13/2/2011,7.79130,7.79130
14/2/2011,7.77807,7.77807
15/2/2011,7.78008,7.78008
16/2/2011,7.77703,7.77703
17/2/2011,7.77586,7.77586
18/2/2011,7.78316,7.78316
19/2/2011,7.78316,7.78316
20/2/2011,7.78316,7.78316
21/2/2011,7.79578,7.79578
22/2/2011,7.80917,7.80917
23/2/2011,7.81711,7.81711
24/2/2011,7.83184,7.83184
25/2/2011,7.82060,7.82060
26/2/2011,7.82060,7.82060
27/2/2011,7.82060,7.82060
28/2/2011,7.80074,7.80074
1/3/2011,7.77256,7.77256
2/3/2011,7.76560,7.76560
3/3/2011,7.77279,7.77279
4/3/2011,7.76962,7.76962
5/3/2011,7.76962,7.76962
6/3/2011,7.76962,7.76962
7/3/2011,7.75971,7.75971
8/3/2011,7.74693,7.74693
9/3/2011,7.72260,7.72260
10/3/2011,7.71455,7.71455
11/3/2011,7.70729,7.70729
12/3/2011,7.70729,7.70729
13/3/2011,7.70729,7.70729
14/3/2011,7.70122,7.70122
15/3/2011,7.68604,7.68604
16/3/2011,7.68605,7.68605
17/3/2011,7.68646,7.68646
18/3/2011,7.68411,7.68411
19/3/2011,7.68411,7.68411
20/3/2011,7.68411,7.68411
21/3/2011,7.68514,7.68514
22/3/2011,7.68713,7.68713
23/3/2011,7.68721,7.68721
24/3/2011,7.67640,7.67640
25/3/2011,7.67761,7.67761
26/3/2011,7.67761,7.67761
27/3/2011,7.67761,7.67761
28/3/2011,7.68258,7.68258
29/3/2011,7.69615,7.69615
30/3/2011,7.71228,7.71228
31/3/2011,7.68836,7.68836
1/4/2011,7.66045,7.66045
2/4/2011,7.66045,7.66045
3/4/2011,7.66045,7.66045
4/4/2011,7.65165,7.65165
5/4/2011,7.64861,7.64861
6/4/2011,7.64943,7.64943
7/4/2011,7.65715,7.65715
8/4/2011,7.66856,7.66856
9/4/2011,7.66856,7.66856
10/4/2011,7.66856,7.66856
11/4/2011,7.66461,7.66461
12/4/2011,7.65384,7.65384
13/4/2011,7.63780,7.63780
14/4/2011,7.62943,7.62943
15/4/2011,7.62531,7.62531
16/4/2011,7.62531,7.62531
17/4/2011,7.62531,7.62531
18/4/2011,7.60911,7.60911
19/4/2011,7.59748,7.59748
20/4/2011,7.58651,7.58651
21/4/2011,7.58651,7.58651
22/4/2011,7.58651,7.58651
23/4/2011,7.58651,7.58651
24/4/2011,7.58651,7.58651
25/4/2011,7.58523,7.58523
26/4/2011,7.59842,7.59842
27/4/2011,7.60575,7.60575
28/4/2011,7.59086,7.59086
29/4/2011,7.57536,7.57536
30/4/2011,7.57536,7.57536
1/5/2011,7.57536,7.57536
2/5/2011,7.57536,7.57536
3/5/2011,7.57529,7.57529
4/5/2011,7.58131,7.58131
5/5/2011,7.58171,7.58171
6/5/2011,7.58240,7.58240
7/5/2011,7.58240,7.58240
8/5/2011,7.58240,7.58240
9/5/2011,7.58215,7.58215
10/5/2011,7.58189,7.58189
11/5/2011,7.58713,7.58713
12/5/2011,7.58755,7.58755
13/5/2011,7.58675,7.58675
14/5/2011,7.58675,7.58675
15/5/2011,7.58675,7.58675
16/5/2011,7.59070,7.59070
17/5/2011,7.59767,7.59767
18/5/2011,7.61612,7.61612
19/5/2011,7.64491,7.64491
20/5/2011,7.68249,7.68249
21/5/2011,7.68249,7.68249
22/5/2011,7.68249,7.68249
23/5/2011,7.71689,7.71689
24/5/2011,7.72313,7.72313
25/5/2011,7.72457,7.72457
26/5/2011,7.75680,7.75680
27/5/2011,7.78152,7.78152
28/5/2011,7.78152,7.78152
29/5/2011,7.78152,7.78152
30/5/2011,7.79134,7.79134
31/5/2011,7.79559,7.79559
1/6/2011,7.78563,7.78563
2/6/2011,7.78890,7.78890
3/6/2011,7.81079,7.81079
4/6/2011,7.81079,7.81079
5/6/2011,7.81079,7.81079
6/6/2011,7.83811,7.83811
7/6/2011,7.84362,7.84362
8/6/2011,7.85057,7.85057
9/6/2011,7.84803,7.84803
10/6/2011,7.84179,7.84179
11/6/2011,7.84179,7.84179
12/6/2011,7.84179,7.84179
13/6/2011,7.81962,7.81962
14/6/2011,7.79646,7.79646
15/6/2011,7.77758,7.77758
16/6/2011,7.75190,7.75190
17/6/2011,7.73632,7.73632
18/6/2011,7.73632,7.73632
19/6/2011,7.73632,7.73632
20/6/2011,7.72839,7.72839
21/6/2011,7.74082,7.74082
22/6/2011,7.76301,7.76301
23/6/2011,7.79220,7.79220
24/6/2011,7.81342,7.81342
25/6/2011,7.81342,7.81342
26/6/2011,7.81342,7.81342
27/6/2011,7.81014,7.81014
28/6/2011,7.78171,7.78171
29/6/2011,7.76579,7.76579
